Quarter Ending ,HSCTrust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 13 weeks,> 13 - 21 weeks,> 21 - 26 weeks,> 26 weeks,>26-52 weeks,>52 weeks,> 26-30 weeks,> 30 weeks,>30-36 weeks,> 26 - 36 weeks,> 36 weeks,Total,,
31-Dec-2017,Northern,ENT,Acute Services,159,141,132,50,--,202,105,--,--,--,--,--,789,,
31-Dec-2017,Northern,Pain Management,Acute Services,81,108,108,63,--,312,36,--,--,--,--,--,708,,
31-Dec-2017,Northern,Gastroenterology,Acute Services,658,359,175,1,--,1,0,--,--,--,--,--,"1,194",,
31-Dec-2017,Northern,Cardiology,Acute Services,85,70,3,0,--,0,0,--,--,--,--,--,158,,
31-Dec-2017,Northern,Dermatology,Acute Services,101,45,0,0,--,0,0,--,--,--,--,--,146,,
31-Dec-2017,Northern,Thoracic Medicine,Acute Services,16,2,0,0,--,0,0,--,--,--,--,--,18,,
31-Dec-2017,Northern,Gynaecology,Acute Services,291,197,126,45,--,137,31,--,--,--,--,--,827,,
31-Dec-2017,Northern,GP Other,Acute Services,100,102,57,29,--,16,0,--,--,--,--,--,304,,
31-Dec-2017,South Eastern,General Surgery,Acute Services,599,559,368,138,--,588,367,--,--,--,--,--,"2,619",,
31-Dec-2017,South Eastern,Urology,Acute Services,380,306,110,33,--,150,50,--,--,--,--,--,"1,029",,
31-Dec-2017,South Eastern,T & O Surgery,Acute Services,22,8,6,1,--,5,4,--,--,--,--,--,46,,
31-Dec-2017,South Eastern,ENT,Acute Services,57,87,41,15,--,41,2,--,--,--,--,--,243,,
31-Dec-2017,South Eastern,Ophthalmology,Acute Services,142,151,106,31,--,11,0,--,--,--,--,--,441,,
31-Dec-2017,South Eastern,Oral Surgery,Acute Services,59,84,46,9,--,59,40,--,--,--,--,--,297,,
31-Dec-2017,South Eastern,Plastic Surgery,Acute Services,232,198,180,51,--,313,368,--,--,--,--,--,"1,342",,
31-Dec-2017,South Eastern,Paediatric Surgery,Acute Services,19,29,47,9,--,11,0,--,--,--,--,--,115,,
31-Dec-2017,South Eastern,Pain Management,Acute Services,43,56,44,21,--,139,26,--,--,--,--,--,329,,
31-Dec-2017,South Eastern,General Medicine,Acute Services,530,329,269,178,--,564,205,--,--,--,--,--,"2,075",,
31-Dec-2017,South Eastern,Gastroenterology,Acute Services,1,0,0,0,--,0,0,--,--,--,--,--,1,,
31-Dec-2017,South Eastern,Haematology (Clinical),Acute Services,0,0,1,0,--,0,1,--,--,--,--,--,2,,
31-Dec-2017,South Eastern,Cardiology,Acute Services,108,47,15,11,--,14,26,--,--,--,--,--,221,,
31-Dec-2017,South Eastern,Dermatology,Acute Services,44,46,32,7,--,12,0,--,--,--,--,--,141,,
31-Dec-2017,South Eastern,Nephrology,Acute Services,0,0,1,0,--,2,0,--,--,--,--,--,3,,
31-Dec-2017,South Eastern,Neurology,Acute Services,4,5,0,1,--,2,1,--,--,--,--,--,13,,
31-Dec-2017,South Eastern,Rheumatology,Acute Services,2,0,0,0,--,0,1,--,--,--,--,--,3,,
31-Dec-2017,South Eastern,Paediatrics,Acute Services,0,0,0,0,--,3,0,--,--,--,--,--,3,,
31-Dec-2017,South Eastern,Geriatric Medicine,Elderly Care,1,1,0,0,--,0,0,--,--,--,--,--,2,,
31-Dec-2017,South Eastern,Gynaecology,Acute Services,152,115,88,45,--,281,503,--,--,--,--,--,"1,184",,
31-Dec-2017,Southern,General Surgery,Acute Services,747,670,473,190,--,586,197,--,--,--,--,--,"2,863",,
31-Dec-2017,Southern,Urology,Acute Services,257,223,174,84,--,420,535,--,--,--,--,--,"1,693",,
31-Dec-2017,Southern,T & O Surgery,Acute Services,240,299,221,88,--,732,755,--,--,--,--,--,"2,335",,
31-Dec-2017,Southern,ENT,Acute Services,265,272,199,55,--,150,1,--,--,--,--,--,942,,
31-Dec-2017,Southern,Ophthalmology,Acute Services,28,67,36,12,--,27,0,--,--,--,--,--,170,,
31-Dec-2017,Southern,Oral Surgery,Acute Services,3,21,10,4,--,3,0,--,--,--,--,--,41,,
31-Dec-2017,Southern,Pain Management,Acute Services,47,91,84,45,--,137,340,--,--,--,--,--,744,,
31-Dec-2017,Southern,Gastroenterology,Acute Services,296,140,113,23,--,46,5,--,--,--,--,--,623,,
31-Dec-2017,Southern,Haematology (Clinical),Acute Services,38,2,1,0,--,1,0,--,--,--,--,--,42,,
31-Dec-2017,Southern,Cardiology,Acute Services,136,165,135,98,--,302,288,--,--,--,--,--,"1,124",,
31-Dec-2017,Southern,Dermatology,Acute Services,147,114,66,20,--,25,0,--,--,--,--,--,372,,
31-Dec-2017,Southern,Thoracic Medicine,Acute Services,5,1,0,0,--,0,0,--,--,--,--,--,6,,
31-Dec-2017,Southern,Medical Oncology,Acute Services,2,0,0,0,--,0,0,--,--,--,--,--,2,,
31-Dec-2017,Southern,Neurology,Acute Services,7,6,0,0,--,0,0,--,--,--,--,--,13,,
31-Dec-2017,Southern,Rheumatology,Acute Services,125,87,11,0,--,0,0,--,--,--,--,--,223,,
31-Dec-2017,Southern,Paediatrics,Acute Services,2,12,7,5,--,14,1,--,--,--,--,--,41,,
31-Dec-2017,Southern,Gynaecology,Acute Services,216,139,30,19,--,20,0,--,--,--,--,--,424,,
31-Dec-2017,Southern,GP Other,Acute Services,93,13,3,1,--,0,0,--,--,--,--,--,110,,
31-Dec-2017,Southern,Clinical Oncology,Acute Services,24,0,0,0,--,0,0,--,--,--,--,--,24,,
31-Dec-2017,Southern,Joint Consultant Clinics,Acute Services,30,2,31,4,--,1,0,--,--,--,--,--,68,,
31-Dec-2017,Western,General Surgery,Acute Services,471,369,233,73,--,406,778,--,--,--,--,--,"2,330",,
31-Dec-2017,Western,Urology,Acute Services,490,466,197,52,--,100,139,--,--,--,--,--,"1,444",,
31-Dec-2017,Western,T & O Surgery,Acute Services,217,338,247,173,--,710,"2,247",--,--,--,--,--,"3,932",,
31-Dec-2017,Western,ENT,Acute Services,169,212,226,94,--,582,635,--,--,--,--,--,"1,918",,
31-Dec-2017,Western,Ophthalmology,Acute Services,521,601,399,216,--,703,129,--,--,--,--,--,"2,569",,
31-Dec-2017,Western,Oral Surgery,Acute Services,115,100,73,36,--,143,70,--,--,--,--,--,537,,
31-Dec-2017,Western,Pain Management,Acute Services,35,55,53,41,--,192,79,--,--,--,--,--,455,,
31-Dec-2017,Western,General Medicine,Acute Services,757,352,38,15,--,66,64,--,--,--,--,--,"1,292",,
31-Dec-2017,Western,Cardiology,Acute Services,56,80,40,5,--,3,2,--,--,--,--,--,186,,
31-Dec-2017,Western,Gynaecology,Acute Services,217,182,181,84,--,351,214,--,--,--,--,--,"1,229",,
31-Dec-2017,Western,GP Other,Acute Services,100,84,18,0,--,3,0,--,--,--,--,--,205,,
31-Mar-2018,Belfast,General Surgery,Acute Services,"1,046",789,651,321,--,993,"1,497",--,--,--,--,--,"5,297",,
31-Mar-2018,Belfast,Urology,Acute Services,768,356,417,224,--,531,693,--,--,--,--,--,"2,989",,
31-Mar-2018,Belfast,T & O Surgery,Acute Services,292,"1,356","1,258",795,--,"2,911","2,193",--,--,--,--,--,"8,805",,
31-Mar-2018,Belfast,ENT,Acute Services,283,387,375,227,--,917,"1,531",--,--,--,--,--,"3,720",,
31-Mar-2018,Belfast,Ophthalmology,Acute Services,847,"1,003",850,507,--,"1,717",485,--,--,--,--,--,"5,409",,
31-Mar-2018,Belfast,Oral Surgery,Acute Services,93,78,31,16,--,59,47,--,--,--,--,--,324,,
31-Mar-2018,Belfast,Restorative Dentistry,Acute Services,46,22,11,0,--,1,0,--,--,--,--,--,80,,
31-Mar-2018,Belfast,Paediatric Dentistry,Acute Services,50,29,29,15,--,56,12,--,--,--,--,--,191,,
31-Mar-2018,Belfast,Neurosurgery,Acute Services,55,65,67,25,--,55,5,--,--,--,--,--,272,,
31-Mar-2018,Belfast,Plastic Surgery,Acute Services,65,118,87,62,--,271,307,--,--,--,--,--,910,,
31-Mar-2018,Belfast,Cardiac Surgery,Acute Services,83,39,5,3,--,0,0,--,--,--,--,--,130,,
31-Mar-2018,Belfast,Paediatric Surgery,Acute Services,97,119,103,63,--,263,235,--,--,--,--,--,880,,
31-Mar-2018,Belfast,Thoracic Surgery,Acute Services,56,10,17,12,--,42,30,--,--,--,--,--,167,,
31-Mar-2018,Belfast,Anaesthetics,Acute Services,0,0,0,1,--,1,2,--,--,--,--,--,4,,
31-Mar-2018,Belfast,Pain Management,Acute Services,118,99,127,78,--,102,6,--,--,--,--,--,530,,
31-Mar-2018,Belfast,General Medicine,Acute Services,3,0,0,0,--,3,0,--,--,--,--,--,6,,
31-Mar-2018,Belfast,Gastroenterology,Acute Services,758,484,410,115,--,219,34,--,--,--,--,--,"2,020",,
31-Mar-2018,Belfast,Endocrinology,Acute Services,10,15,8,3,--,16,16,--,--,--,--,--,68,,
31-Mar-2018,Belfast,Cardiology,Acute Services,212,213,158,95,--,147,29,--,--,--,--,--,854,,
31-Mar-2018,Belfast,Dermatology,Acute Services,13,12,9,5,--,17,11,--,--,--,--,--,67,,
31-Mar-2018,Belfast,Thoracic Medicine,Acute Services,4,5,3,2,--,0,7,--,--,--,--,--,21,,
31-Mar-2018,Belfast,Nephrology,Acute Services,47,37,10,5,--,2,0,--,--,--,--,--,101,,
31-Mar-2018,Belfast,Neurology,Acute Services,52,35,25,13,--,20,79,--,--,--,--,--,224,,
31-Mar-2018,Belfast,Rheumatology,Acute Services,11,2,2,0,--,11,39,--,--,--,--,--,65,,
31-Mar-2018,Belfast,Paediatrics,Acute Services,36,56,60,62,--,156,6,--,--,--,--,--,376,,
31-Mar-2018,Belfast,Paediatric Neurology,Acute Services,11,2,3,0,--,3,2,--,--,--,--,--,21,,
31-Mar-2018,Belfast,Gynaecology,Acute Services,227,256,245,139,--,397,173,--,--,--,--,--,"1,437",,
31-Mar-2018,Belfast,Forensic Psychiatry,Mental Health,1,1,1,0,--,0,0,--,--,--,--,--,3,,
31-Mar-2018,Belfast,Radiology,Acute Services,14,8,11,0,--,6,7,--,--,--,--,--,46,,
31-Mar-2018,Northern,General Surgery,Acute Services,"1,086",748,493,156,--,197,144,--,--,--,--,--,"2,824",,
31-Mar-2018,Northern,ENT,Acute Services,226,164,103,46,--,114,81,--,--,--,--,--,734,,
31-Mar-2018,Northern,Pain Management,Acute Services,102,85,98,64,--,299,103,--,--,--,--,--,751,,
31-Mar-2018,Northern,Gastroenterology,Acute Services,720,398,63,0,--,1,0,--,--,--,--,--,"1,182",,
31-Mar-2018,Northern,Cardiology,Acute Services,84,88,58,2,--,0,0,--,--,--,--,--,232,,
31-Mar-2018,Northern,Dermatology,Acute Services,53,2,0,0,--,0,0,--,--,--,--,--,55,,
31-Mar-2018,Northern,Thoracic Medicine,Acute Services,17,0,0,0,--,0,0,--,--,--,--,--,17,,
31-Mar-2018,Northern,Gynaecology,Acute Services,292,226,133,58,--,157,17,--,--,--,--,--,883,,
31-Mar-2018,Northern,GP Other,Acute Services,108,61,66,36,--,10,0,--,--,--,--,--,281,,
31-Mar-2018,South Eastern,General Surgery,Acute Services,541,428,417,247,--,549,450,--,--,--,--,--,"2,632",,
31-Mar-2018,South Eastern,Urology,Acute Services,436,290,219,124,--,108,61,--,--,--,--,--,"1,238",,
31-Mar-2018,South Eastern,T & O Surgery,Acute Services,15,12,9,6,--,9,4,--,--,--,--,--,55,,
31-Mar-2018,South Eastern,ENT,Acute Services,87,110,70,6,--,14,2,--,--,--,--,--,289,,
31-Mar-2018,South Eastern,Ophthalmology,Acute Services,164,138,67,15,--,9,0,--,--,--,--,--,393,,
31-Mar-2018,South Eastern,Oral Surgery,Acute Services,46,56,36,32,--,52,53,--,--,--,--,--,275,,
31-Mar-2018,South Eastern,Plastic Surgery,Acute Services,291,215,120,42,--,158,312,--,--,--,--,--,"1,138",,
31-Mar-2018,South Eastern,Paediatric Surgery,Acute Services,32,29,26,7,--,12,0,--,--,--,--,--,106,,
31-Mar-2018,South Eastern,Pain Management,Acute Services,37,19,55,23,--,111,67,--,--,--,--,--,312,,
31-Mar-2018,South Eastern,General Medicine,Acute Services,575,382,329,136,--,439,156,--,--,--,--,--,"2,017",,
31-Mar-2018,South Eastern,Haematology (Clinical),Acute Services,5,0,0,0,--,0,1,--,--,--,--,--,6,,
31-Mar-2018,South Eastern,Cardiology,Acute Services,112,93,20,4,--,12,28,--,--,--,--,--,269,,
31-Mar-2018,South Eastern,Dermatology,Acute Services,40,24,18,5,--,10,1,--,--,--,--,--,98,,
31-Mar-2018,South Eastern,Nephrology,Acute Services,1,0,0,0,--,3,0,--,--,--,--,--,4,,
31-Mar-2018,South Eastern,Neurology,Acute Services,16,2,2,0,--,1,2,--,--,--,--,--,23,,
31-Mar-2018,South Eastern,Rheumatology,Acute Services,10,3,0,0,--,0,1,--,--,--,--,--,14,,
31-Mar-2018,South Eastern,Paediatrics,Acute Services,0,0,0,0,--,2,0,--,--,--,--,--,2,,
31-Mar-2018,South Eastern,Geriatric Medicine,Elderly Care,1,1,1,0,--,0,0,--,--,--,--,--,3,,
31-Mar-2018,South Eastern,Gynaecology,Acute Services,176,98,99,42,--,210,577,--,--,--,--,--,"1,202",,
31-Mar-2018,South Eastern,Clinical Oncology,Acute Services,1,0,0,0,--,0,0,--,--,--,--,--,1,,
31-Mar-2018,Southern,General Surgery,Acute Services,724,438,337,201,--,605,296,--,--,--,--,--,"2,601",,
31-Mar-2018,Southern,Urology,Acute Services,196,199,217,118,--,335,692,--,--,--,--,--,"1,757",,
31-Mar-2018,Southern,T & O Surgery,Acute Services,196,303,315,156,--,568,846,--,--,--,--,--,"2,384",,
31-Mar-2018,Southern,ENT,Acute Services,253,265,220,108,--,270,38,--,--,--,--,--,"1,154",,
31-Mar-2018,Southern,Ophthalmology,Acute Services,72,30,32,5,--,13,0,--,--,--,--,--,152,,
31-Mar-2018,Southern,Oral Surgery,Acute Services,2,22,15,5,--,13,0,--,--,--,--,--,57,,
31-Mar-2018,Southern,Pain Management,Acute Services,43,49,65,41,--,154,326,--,--,--,--,--,678,,
31-Mar-2018,Southern,Gastroenterology,Acute Services,366,197,63,23,--,31,6,--,--,--,--,--,686,,
31-Mar-2018,Southern,Haematology (Clinical),Acute Services,22,1,0,0,--,0,0,--,--,--,--,--,23,,
31-Mar-2018,Southern,Cardiology,Acute Services,189,138,148,82,--,221,180,--,--,--,--,--,958,,
31-Mar-2018,Southern,Dermatology,Acute Services,118,65,76,34,--,9,0,--,--,--,--,--,302,,
31-Mar-2018,Southern,Thoracic Medicine,Acute Services,11,0,0,0,--,0,0,--,--,--,--,--,11,,
31-Mar-2018,Southern,Medical Oncology,Acute Services,6,0,0,0,--,0,0,--,--,--,--,--,6,,
31-Mar-2018,Southern,Neurology,Acute Services,8,9,4,0,--,0,0,--,--,--,--,--,21,,
31-Mar-2018,Southern,Rheumatology,Acute Services,137,94,16,5,--,0,0,--,--,--,--,--,252,,
31-Mar-2018,Southern,Paediatrics,Acute Services,8,6,6,8,--,26,1,--,--,--,--,--,55,,
31-Mar-2018,Southern,Gynaecology,Acute Services,176,111,101,51,--,51,0,--,--,--,--,--,490,,
31-Mar-2018,Southern,GP Other,Acute Services,180,15,3,0,--,0,0,--,--,--,--,--,198,,
31-Mar-2018,Southern,Clinical Oncology,Acute Services,22,0,0,0,--,0,0,--,--,--,--,--,22,,
31-Mar-2018,Southern,Joint Consultant Clinics,Acute Services,66,32,18,1,--,3,13,--,--,--,--,--,133,,
31-Mar-2018,Western,General Surgery,Acute Services,410,321,317,162,--,454,746,--,--,--,--,--,"2,410",,
31-Mar-2018,Western,Urology,Acute Services,432,403,395,51,--,108,153,--,--,--,--,--,"1,542",,
31-Mar-2018,Western,T & O Surgery,Acute Services,235,346,286,180,--,733,"2,237",--,--,--,--,--,"4,017",,
31-Mar-2018,Western,ENT,Acute Services,167,207,182,134,--,540,782,--,--,--,--,--,"2,012",,
31-Mar-2018,Western,Ophthalmology,Acute Services,518,526,514,259,--,763,167,--,--,--,--,--,"2,747",,
31-Mar-2018,Western,Oral Surgery,Acute Services,114,87,48,49,--,118,103,--,--,--,--,--,519,,
31-Mar-2018,Western,Pain Management,Acute Services,51,73,41,25,--,159,62,--,--,--,--,--,411,,
31-Mar-2018,Western,General Medicine,Acute Services,867,318,43,20,--,70,83,--,--,--,--,--,"1,401",,
31-Mar-2018,Western,Cardiology,Acute Services,85,57,38,0,--,0,0,--,--,--,--,--,180,,
31-Mar-2018,Western,Gynaecology,Acute Services,191,196,172,82,--,338,217,--,--,--,--,--,"1,196",,
31-Mar-2018,Western,GP Other,Acute Services,83,46,9,2,--,2,0,--,--,--,--,--,142,,
30-Jun-2018,Belfast,General Surgery,Acute Services,893,806,847,426,--,"1,247","1,659",--,--,--,--,--,"5,878",,
30-Jun-2018,Belfast,Urology,Acute Services,675,334,439,154,--,852,729,--,--,--,--,--,"3,183",,
30-Jun-2018,Belfast,T & O Surgery,Acute Services,344,"1,327","1,353",783,--,"2,891","2,545",--,--,--,--,--,"9,243",,
30-Jun-2018,Belfast,ENT,Acute Services,281,321,406,237,--,925,"1,818",--,--,--,--,--,"3,988",,
30-Jun-2018,Belfast,Ophthalmology,Acute Services,908,"1,044",992,473,--,"1,670",669,--,--,--,--,--,"5,756",,
30-Jun-2018,Belfast,Oral Surgery,Acute Services,71,50,38,33,--,49,40,--,--,--,--,--,281,,
30-Jun-2018,Belfast,Restorative Dentistry,Acute Services,33,32,7,1,--,2,1,--,--,--,--,--,76,,
30-Jun-2018,Belfast,Paediatric Dentistry,Acute Services,25,30,41,9,--,47,13,--,--,--,--,--,165,,
30-Jun-2018,Belfast,Neurosurgery,Acute Services,57,59,38,22,--,87,15,--,--,--,--,--,278,,
30-Jun-2018,Belfast,Plastic Surgery,Acute Services,106,93,93,69,--,235,392,--,--,--,--,--,988,,
30-Jun-2018,Belfast,Cardiac Surgery,Acute Services,60,58,18,0,--,4,0,--,--,--,--,--,140,,
30-Jun-2018,Belfast,Paediatric Surgery,Acute Services,73,121,101,63,--,255,276,--,--,--,--,--,889,,
30-Jun-2018,Belfast,Thoracic Surgery,Acute Services,44,26,15,10,--,64,77,--,--,--,--,--,236,,
30-Jun-2018,Belfast,Anaesthetics,Acute Services,2,0,0,1,--,0,1,--,--,--,--,--,4,,
30-Jun-2018,Belfast,Pain Management,Acute Services,111,119,52,19,--,141,16,--,--,--,--,--,458,,
30-Jun-2018,Belfast,General Medicine,Acute Services,1,0,1,0,--,1,0,--,--,--,--,--,3,,
30-Jun-2018,Belfast,Gastroenterology,Acute Services,686,561,579,239,--,405,34,--,--,--,--,--,"2,504",,
30-Jun-2018,Belfast,Endocrinology,Acute Services,13,10,12,8,--,19,23,--,--,--,--,--,85,,
30-Jun-2018,Belfast,Cardiology,Acute Services,239,168,125,54,--,175,25,--,--,--,--,--,786,,
30-Jun-2018,Belfast,Dermatology,Acute Services,17,15,8,1,--,4,4,--,--,--,--,--,49,,
30-Jun-2018,Belfast,Thoracic Medicine,Acute Services,6,8,2,2,--,4,7,--,--,--,--,--,29,,
30-Jun-2018,Belfast,Nephrology,Acute Services,50,18,8,9,--,3,0,--,--,--,--,--,88,,
30-Jun-2018,Belfast,Neurology,Acute Services,79,32,27,14,--,33,84,--,--,--,--,--,269,,
30-Jun-2018,Belfast,Rheumatology,Acute Services,6,4,3,0,--,3,49,--,--,--,--,--,65,,
30-Jun-2018,Belfast,Paediatrics,Acute Services,43,48,41,31,--,190,14,--,--,--,--,--,367,,
30-Jun-2018,Belfast,Paediatric Neurology,Acute Services,10,9,5,0,--,1,2,--,--,--,--,--,27,,
30-Jun-2018,Belfast,Gynaecology,Acute Services,282,235,209,109,--,383,165,--,--,--,--,--,"1,383",,
30-Jun-2018,Belfast,Radiology,Acute Services,15,4,0,1,--,5,11,--,--,--,--,--,36,,
30-Jun-2018,Northern,General Surgery,Acute Services,"1,137",675,568,225,--,242,127,--,--,--,--,--,"2,974",,
30-Jun-2018,Northern,ENT,Acute Services,266,211,170,60,--,113,72,--,--,--,--,--,892,,
30-Jun-2018,Northern,Pain Management,Acute Services,86,117,99,61,--,237,88,--,--,--,--,--,688,,
30-Jun-2018,Northern,Gastroenterology,Acute Services,806,328,69,5,--,1,0,--,--,--,--,--,"1,209",,
30-Jun-2018,Northern,Cardiology,Acute Services,74,73,46,3,--,1,0,--,--,--,--,--,197,,
30-Jun-2018,Northern,Dermatology,Acute Services,80,9,0,0,--,0,0,--,--,--,--,--,89,,
30-Jun-2018,Northern,Thoracic Medicine,Acute Services,26,1,0,0,--,0,0,--,--,--,--,--,27,,
30-Jun-2018,Northern,Gynaecology,Acute Services,306,207,137,86,--,134,23,--,--,--,--,--,893,,
30-Jun-2018,Northern,GP Other,Acute Services,96,69,59,16,--,17,1,--,--,--,--,--,258,,
30-Jun-2018,South Eastern,General Surgery,Acute Services,738,418,306,161,--,604,439,--,--,--,--,--,"2,666",,
30-Jun-2018,South Eastern,Urology,Acute Services,414,226,176,68,--,149,77,--,--,--,--,--,"1,110",,
30-Jun-2018,South Eastern,T & O Surgery,Acute Services,8,9,6,3,--,12,1,--,--,--,--,--,39,,
30-Jun-2018,South Eastern,ENT,Acute Services,58,101,82,12,--,7,5,--,--,--,--,--,265,,
30-Jun-2018,South Eastern,Ophthalmology,Acute Services,276,147,67,15,--,2,0,--,--,--,--,--,507,,
30-Jun-2018,South Eastern,Oral Surgery,Acute Services,67,40,27,20,--,56,56,--,--,--,--,--,266,,
30-Jun-2018,South Eastern,Plastic Surgery,Acute Services,285,199,130,66,--,161,365,--,--,--,--,--,"1,206",,
30-Jun-2018,South Eastern,Paediatric Surgery,Acute Services,29,36,20,6,--,9,2,--,--,--,--,--,102,,
30-Jun-2018,South Eastern,Pain Management,Acute Services,50,54,21,7,--,99,80,--,--,--,--,--,311,,
30-Jun-2018,South Eastern,General Medicine,Acute Services,647,397,316,168,--,422,229,--,--,--,--,--,"2,179",,
30-Jun-2018,South Eastern,Haematology (Clinical),Acute Services,5,0,1,0,--,0,0,--,--,--,--,--,6,,
30-Jun-2018,South Eastern,Cardiology,Acute Services,139,91,41,24,--,19,37,--,--,--,--,--,351,,
30-Jun-2018,South Eastern,Dermatology,Acute Services,44,19,9,9,--,18,1,--,--,--,--,--,100,,
30-Jun-2018,South Eastern,Nephrology,Acute Services,1,0,0,0,--,1,2,--,--,--,--,--,4,,
30-Jun-2018,South Eastern,Neurology,Acute Services,2,0,0,0,--,3,0,--,--,--,--,--,5,,
30-Jun-2018,South Eastern,Rheumatology,Acute Services,9,0,1,0,--,0,0,--,--,--,--,--,10,,
30-Jun-2018,South Eastern,Geriatric Medicine,Elderly Care,1,0,0,0,--,0,0,--,--,--,--,--,1,,
30-Jun-2018,South Eastern,Gynaecology,Acute Services,147,84,117,43,--,186,641,--,--,--,--,--,"1,218",,
30-Jun-2018,South Eastern,Clinical Oncology,Acute Services,18,0,0,0,--,0,0,--,--,--,--,--,18,,
30-Jun-2018,Southern,General Surgery,Acute Services,753,415,326,124,--,525,382,--,--,--,--,--,"2,525",,
30-Jun-2018,Southern,Urology,Acute Services,223,180,187,108,--,416,705,--,--,--,--,--,"1,819",,
30-Jun-2018,Southern,T & O Surgery,Acute Services,262,321,288,191,--,583,872,--,--,--,--,--,"2,517",,
30-Jun-2018,Southern,ENT,Acute Services,244,269,289,136,--,302,71,--,--,--,--,--,"1,311",,
30-Jun-2018,Southern,Ophthalmology,Acute Services,68,63,52,19,--,37,1,--,--,--,--,--,240,,
30-Jun-2018,Southern,Oral Surgery,Acute Services,5,10,6,17,--,21,0,--,--,--,--,--,59,,
30-Jun-2018,Southern,Pain Management,Acute Services,18,60,45,17,--,168,308,--,--,--,--,--,616,,
30-Jun-2018,Southern,Gastroenterology,Acute Services,312,132,99,36,--,39,13,--,--,--,--,--,631,,
30-Jun-2018,Southern,Haematology (Clinical),Acute Services,38,3,0,0,--,0,0,--,--,--,--,--,41,,
30-Jun-2018,Southern,Cardiology,Acute Services,128,198,195,70,--,126,28,--,--,--,--,--,745,,
30-Jun-2018,Southern,Dermatology,Acute Services,137,75,48,34,--,45,0,--,--,--,--,--,339,,
30-Jun-2018,Southern,Thoracic Medicine,Acute Services,6,1,0,0,--,0,0,--,--,--,--,--,7,,
30-Jun-2018,Southern,Medical Oncology,Acute Services,2,1,0,0,--,0,0,--,--,--,--,--,3,,
30-Jun-2018,Southern,Neurology,Acute Services,16,17,0,0,--,0,0,--,--,--,--,--,33,,
30-Jun-2018,Southern,Rheumatology,Acute Services,157,76,1,0,--,0,0,--,--,--,--,--,234,,
30-Jun-2018,Southern,Paediatrics,Acute Services,14,4,10,4,--,20,9,--,--,--,--,--,61,,
30-Jun-2018,Southern,Gynaecology,Acute Services,190,112,62,26,--,74,0,--,--,--,--,--,464,,
30-Jun-2018,Southern,GP Other,Acute Services,156,48,8,2,--,1,0,--,--,--,--,--,215,,
30-Jun-2018,Southern,Clinical Oncology,Acute Services,37,1,1,0,--,0,0,--,--,--,--,--,39,,
30-Jun-2018,Southern,Joint Consultant Clinics,Acute Services,88,45,1,0,--,1,1,--,--,--,--,--,136,,
30-Jun-2018,Western,General Surgery,Acute Services,429,322,234,124,--,467,749,--,--,--,--,--,"2,325",,
30-Jun-2018,Western,Urology,Acute Services,458,416,375,46,--,124,177,--,--,--,--,--,"1,596",,
30-Jun-2018,Western,T & O Surgery,Acute Services,236,320,296,219,--,721,"2,353",--,--,--,--,--,"4,145",,
30-Jun-2018,Western,ENT,Acute Services,199,210,198,139,--,471,820,--,--,--,--,--,"2,037",,
30-Jun-2018,Western,Ophthalmology,Acute Services,453,536,494,227,--,825,200,--,--,--,--,--,"2,735",,
30-Jun-2018,Western,Oral Surgery,Acute Services,166,69,42,29,--,108,72,--,--,--,--,--,486,,
30-Jun-2018,Western,Pain Management,Acute Services,32,41,41,52,--,140,46,--,--,--,--,--,352,,
30-Jun-2018,Western,General Medicine,Acute Services,967,425,42,25,--,85,100,--,--,--,--,--,"1,644",,
30-Jun-2018,Western,Cardiology,Acute Services,67,87,48,2,--,2,0,--,--,--,--,--,206,,
30-Jun-2018,Western,Gynaecology,Acute Services,241,182,143,87,--,272,258,--,--,--,--,--,"1,183",,
30-Jun-2018,Western,GP Other,Acute Services,87,58,11,0,--,1,0,--,--,--,--,--,157,,
30-Sep-18,Belfast,Anaesthetics,Acute Services,2,0,0,0,--,0,0,--,--,--,--,--,2,,
30-Sep-18,Belfast,Cardiology,Acute Services,196,177,146,68,--,151,32,--,--,--,--,--,770,,
30-Sep-18,Belfast,Dermatology,Acute Services,29,15,6,3,--,3,3,--,--,--,--,--,59,,
30-Sep-18,Belfast,Endocrinology,Acute Services,7,2,13,8,--,31,31,--,--,--,--,--,92,,
30-Sep-18,Belfast,ENT,Acute Services,307,264,317,177,--,948,"2,037",--,--,--,--,--,"4,050",,
30-Sep-18,Belfast,Gastroenterology,Acute Services,587,410,514,327,--,855,87,--,--,--,--,--,"2,780",,
30-Sep-18,Belfast,General Medicine,Acute Services,1,0,0,0,--,0,1,--,--,--,--,--,2,,
30-Sep-18,Belfast,General Surgery,Acute Services,780,637,729,479,--,"1,733","1,851",--,--,--,--,--,"6,209",,
30-Sep-18,Belfast,Gynaecology,Acute Services,267,248,190,113,--,436,194,--,--,--,--,--,"1,448",,
30-Sep-18,Belfast,Nephrology,Acute Services,55,31,27,5,--,9,0,--,--,--,--,--,127,,
30-Sep-18,Belfast,Neurology,Acute Services,84,30,35,10,--,37,87,--,--,--,--,--,283,,
30-Sep-18,Belfast,Neurosurgery,Acute Services,61,41,35,20,--,70,37,--,--,--,--,--,264,,
30-Sep-18,Belfast,Ophthalmology,Acute Services,830,935,"1,006",498,--,"1,815",918,--,--,--,--,--,"6,002",,
