Quarter Ending ,HSC Trust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 9 weeks,> 9 - 13 weeks,> 9 - 12 weeks,> 12-15 weeks,> 15-18 weeks,>18-26 weeks,>26-39 weeks,>39-52 weeks,>52-65 weeks,>65-78 weeks,>78-91 weeks,>91-104 weeks,>104 weeks,>18 weeks,>18-52 weeks,> 13 - 26 weeks,>52 weeks,> 26 weeks,Total Waiting 
31-Mar-2018,Southern,Palliative Medicine,Acute Services,14,0,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,14
31-Mar-2018,Southern,Cardiology,Acute Services,452,162,--,145,55,125,328,297,13,2,2,0,0,0,--,638,--,4,--,"1,581"
31-Mar-2018,Southern,Dermatology,Acute Services,837,271,--,209,110,147,35,0,0,0,0,0,0,0,--,35,--,0,--,"1,609"
31-Mar-2018,Southern,Thoracic Medicine,Acute Services,287,109,--,115,71,105,233,324,311,251,72,0,0,0,--,868,--,323,--,"1,878"
31-Mar-2018,Southern,Genito-Urinary Medicine,Acute Services,39,0,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,39
31-Mar-2018,Southern,Nephrology,Acute Services,52,12,--,9,3,4,0,0,0,0,0,0,0,0,--,0,--,0,--,80
31-Mar-2018,Southern,Neurology,Acute Services,381,109,--,100,56,93,258,441,383,395,390,323,5,0,--,"1,082",--,"1,113",--,"2,934"
31-Mar-2018,Southern,Rheumatology,Acute Services,266,71,--,65,23,41,113,129,122,98,119,106,82,0,--,364,--,405,--,"1,235"
31-Mar-2018,Southern,Paediatrics,Acute Services,700,291,--,215,71,23,35,32,43,21,10,22,19,3,--,110,--,75,--,"1,485"
31-Mar-2018,Southern,Geriatric Medicine,Elderly Care,200,32,--,12,4,4,15,17,15,21,26,30,14,9,--,47,--,100,--,399
31-Mar-2018,Southern,Gynaecology,Acute Services,910,213,--,26,2,3,0,0,0,0,0,0,0,0,--,0,--,0,--,"1,154"
31-Mar-2018,Southern,Learning Disability,Learning Disability,10,1,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,11
31-Mar-2018,Southern,Old Age Psychiatry,Elderly Care,30,6,--,5,2,5,0,0,0,0,0,0,0,0,--,0,--,0,--,48
31-Mar-2018,Southern,Chemical Pathology,Acute Services,36,15,--,7,5,10,11,0,0,0,0,0,0,0,--,11,--,0,--,84
31-Mar-2018,Western,General Surgery,Acute Services,1046,257,--,252,91,135,363,492,396,307,249,263,202,528,--,"1,251",--,"1,549",--,"4,581"
31-Mar-2018,Western,Urology,Acute Services,338,22,--,18,2,0,0,0,0,0,0,0,0,0,--,0,--,0,--,380
31-Mar-2018,Western,T & O Surgery,Acute Services,862,260,--,229,135,190,481,671,665,630,502,416,403,"1,293",--,"1,817",--,"3,244",--,"6,737"
31-Mar-2018,Western,ENT,Acute Services,1048,377,--,294,174,247,428,56,0,0,0,0,0,0,--,484,--,0,--,"2,624"
31-Mar-2018,Western,Ophthalmology,Acute Services,716,225,--,177,85,134,214,80,2,2,0,0,0,0,--,296,--,2,--,"1,635"
31-Mar-2018,Western,Oral Surgery,Acute Services,334,130,--,144,93,122,308,472,365,340,302,352,262,580,--,"1,145",--,"1,836",--,"3,804"
31-Mar-2018,Western,Orthodontics,Acute Services,67,17,--,30,14,13,69,40,0,0,0,0,0,0,--,109,--,0,--,250
31-Mar-2018,Western,Thoracic Surgery,Acute Services,1,0,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,1
31-Mar-2018,Western,Pain Management,Acute Services,114,47,--,43,35,62,135,147,112,44,0,0,0,0,--,394,--,44,--,739
31-Mar-2018,Western,General Medicine,Acute Services,659,201,--,149,99,102,250,326,289,241,206,225,201,845,--,865,--,"1,718",--,"3,793"
31-Mar-2018,Western,Haematology (Clinical),Acute Services,29,0,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,29
31-Mar-2018,Western,Palliative Medicine,Acute Services,2,0,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,2
31-Mar-2018,Western,Cardiology,Acute Services,397,49,--,16,7,3,7,13,10,1,0,0,0,0,--,30,--,1,--,503
31-Mar-2018,Western,Dermatology,Acute Services,526,59,--,37,12,26,60,24,0,0,0,0,0,0,--,84,--,0,--,744
31-Mar-2018,Western,Nephrology,Acute Services,40,11,--,3,0,0,2,1,0,0,0,0,0,0,--,3,--,0,--,57
31-Mar-2018,Western,Neurology,Acute Services,245,92,--,77,45,61,211,284,357,229,211,238,244,903,--,852,--,"1,825",--,"3,197"
31-Mar-2018,Western,Rheumatology,Acute Services,247,86,--,55,28,60,181,244,267,193,210,190,63,55,--,692,--,711,--,"1,879"
31-Mar-2018,Western,Paediatrics,Acute Services,458,158,--,161,82,145,254,216,114,52,24,17,11,1,--,584,--,105,--,"1,693"
31-Mar-2018,Western,Paediatric Neurology,Acute Services,1,0,--,0,0,0,0,1,0,0,0,0,0,0,--,1,--,0,--,2
31-Mar-2018,Western,Geriatric Medicine,Elderly Care,71,10,--,4,1,0,1,0,0,0,0,0,0,0,--,1,--,0,--,87
31-Mar-2018,Western,Gynaecology,Acute Services,695,224,--,177,78,113,170,1,0,0,0,0,0,0,--,171,--,0,--,"1,458"
31-Mar-2018,Western,Learning Disability,Learning Disability,18,12,--,8,4,5,14,8,10,3,1,0,0,0,--,32,--,4,--,83
31-Mar-2018,Western,Clinical Oncology,Acute Services,40,3,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,43
31-Mar-2018,Western,Chemical Pathology,Acute Services,19,5,--,1,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,25
30-Jun-2018,Belfast ,General Surgery,Acute Services,1905,436,--,157,98,122,218,327,369,203,99,87,319,"1,188",--,914,--,"1,896",--,"5,528"
30-Jun-2018,Belfast ,Urology,Acute Services,559,172,--,142,123,137,258,326,128,140,78,67,47,78,--,712,--,410,--,"2,255"
30-Jun-2018,Belfast ,T & O Surgery,Acute Services,2444,628,--,539,295,399,"1,028","1,578","1,432","1,662","1,532","1,493","1,462","5,046",--,"4,038",--,"11,195",--,"19,538"
30-Jun-2018,Belfast ,ENT,Acute Services,1137,454,--,443,326,391,618,943,935,"1,010","1,140",397,1,0,--,"2,496",--,"2,548",--,"7,795"
30-Jun-2018,Belfast ,Ophthalmology,Acute Services,1849,679,--,609,391,463,775,"1,049",999,922,"1,068","1,043",657,"1,138",--,"2,823",--,"4,828",--,"11,642"
30-Jun-2018,Belfast ,Oral Surgery,Acute Services,137,26,--,1,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,164
30-Jun-2018,Belfast ,Restorative Dentistry,Acute Services,345,91,--,96,80,104,267,330,316,106,86,100,6,0,--,913,--,298,--,"1,927"
30-Jun-2018,Belfast ,Paediatric Dentistry,Acute Services,83,32,--,31,34,28,87,73,55,60,48,19,0,1,--,215,--,128,--,551
30-Jun-2018,Belfast ,Orthodontics,Acute Services,62,16,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,78
30-Jun-2018,Belfast ,Neurosurgery,Acute Services,205,58,--,23,8,15,36,26,6,2,0,0,0,0,--,68,--,2,--,379
30-Jun-2018,Belfast ,Plastic Surgery,Acute Services,73,33,--,7,1,0,1,1,0,0,0,0,0,0,--,2,--,0,--,116
30-Jun-2018,Belfast ,Cardiac Surgery,Acute Services,76,8,--,8,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,92
30-Jun-2018,Belfast ,Paediatric Surgery,Acute Services,195,73,--,21,18,15,4,0,0,2,0,0,0,0,--,4,--,2,--,328
30-Jun-2018,Belfast ,Thoracic Surgery,Acute Services,55,10,--,14,4,0,3,1,0,0,0,0,0,0,--,4,--,0,--,87
30-Jun-2018,Belfast ,Pain Management,Acute Services,521,67,--,94,64,98,158,233,232,247,230,0,0,0,--,623,--,477,--,"1,944"
30-Jun-2018,Belfast ,General Medicine,Acute Services,423,123,--,98,65,92,200,282,270,271,318,292,202,"1,506",--,752,--,"2,589",--,"4,142"
30-Jun-2018,Belfast ,Gastroenterology,Acute Services,733,243,--,218,110,112,217,198,147,167,165,51,2,1,--,562,--,386,--,"2,364"
30-Jun-2018,Belfast ,Endocrinology,Acute Services,336,94,--,80,37,30,31,18,7,0,0,0,0,0,--,56,--,0,--,633
30-Jun-2018,Belfast ,Haematology (Clinical),Acute Services,201,41,--,2,3,2,1,3,1,0,0,0,0,0,--,5,--,0,--,254
30-Jun-2018,Belfast ,Clinical Genetics,Acute Services,265,114,--,88,52,67,156,53,0,0,0,0,0,0,--,209,--,0,--,795
30-Jun-2018,Belfast ,Rehabilitation,Acute Services,33,26,--,10,8,8,9,9,3,1,1,2,4,0,--,21,--,8,--,114
30-Jun-2018,Belfast ,Palliative Medicine,Acute Services,5,0,--,0,0,0,1,0,0,0,1,0,0,1,--,1,--,2,--,8
30-Jun-2018,Belfast ,Cardiology,Acute Services,1269,467,--,309,199,166,363,227,25,6,1,3,5,19,--,615,--,34,--,"3,059"
30-Jun-2018,Belfast ,Dermatology,Acute Services,1269,468,--,340,230,167,486,797,918,580,1,0,0,0,--,"2,201",--,581,--,"5,256"
30-Jun-2018,Belfast ,Thoracic Medicine,Acute Services,576,214,--,201,77,95,219,131,33,24,4,0,0,0,--,383,--,28,--,"1,574"
30-Jun-2018,Belfast ,Nephrology,Acute Services,150,30,--,15,16,18,9,0,0,0,0,0,0,0,--,9,--,0,--,238
30-Jun-2018,Belfast ,Medical Oncology,Acute Services,67,0,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,67
30-Jun-2018,Belfast ,Neurology,Acute Services,680,316,--,231,181,218,447,662,686,342,286,286,315,"1,832",--,"1,795",--,"3,061",--,"6,482"
30-Jun-2018,Belfast ,Rheumatology,Acute Services,431,176,--,185,123,105,210,316,269,265,203,221,191,"1,109",--,795,--,"1,989",--,"3,804"
30-Jun-2018,Belfast ,Paediatrics,Acute Services,1265,479,--,413,276,312,588,600,351,284,118,85,2,33,--,"1,539",--,522,--,"4,806"
30-Jun-2018,Belfast ,Paediatric Neurology,Acute Services,60,26,--,23,11,13,31,70,17,0,0,0,0,0,--,118,--,0,--,251
30-Jun-2018,Belfast ,Geriatric Medicine,Elderly Care,325,111,--,86,57,63,189,142,16,9,1,0,0,0,--,347,--,10,--,999
30-Jun-2018,Belfast ,Dental Medicine Specialties,Acute Services,226,57,--,79,64,70,160,260,9,0,0,0,0,0,--,429,--,0,--,925
30-Jun-2018,Belfast ,Gynaecology,Acute Services,1385,393,--,251,173,197,488,585,524,474,535,185,1,0,--,"1,597",--,"1,195",--,"5,191"
30-Jun-2018,Belfast ,Learning Disability,Learning Disability,30,6,--,2,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,38
30-Jun-2018,Belfast ,Old Age Psychiatry,Elderly Care,229,56,--,39,12,4,4,0,0,0,0,0,0,0,--,4,--,0,--,344
30-Jun-2018,Belfast ,Clinical Oncology,Acute Services,182,3,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,185
30-Jun-2018,Belfast ,Chemical Pathology,Acute Services,1,0,--,1,1,1,1,0,0,0,0,0,0,0,--,1,--,0,--,5
30-Jun-2018,Northern ,General Surgery,Acute Services,1550,510,--,470,284,279,481,515,422,251,191,114,116,53,--,"1,418",--,725,--,"5,236"
30-Jun-2018,Northern ,ENT,Acute Services,1149,463,--,496,314,436,861,966,833,974,969,729,693,673,--,"2,660",--,"4,038",--,"9,556"
30-Jun-2018,Northern ,Orthodontics,Acute Services,43,25,--,20,15,9,43,17,0,0,0,0,0,0,--,60,--,0,--,172
30-Jun-2018,Northern ,Pain Management,Acute Services,289,111,--,91,68,88,238,303,283,292,326,194,1,0,--,824,--,813,--,"2,284"
30-Jun-2018,Northern ,General Medicine,Acute Services,301,64,--,59,23,37,76,92,84,79,78,43,0,0,--,252,--,200,--,936
30-Jun-2018,Northern ,Gastroenterology,Acute Services,420,128,--,156,114,129,283,441,434,419,505,363,224,272,--,"1,158",--,"1,783",--,"3,888"
30-Jun-2018,Northern ,Haematology (Clinical),Acute Services,114,31,--,33,13,17,31,35,6,4,0,0,0,0,--,72,--,4,--,284
30-Jun-2018,Northern ,Cardiology,Acute Services,632,123,--,5,0,0,0,0,0,0,0,0,1,0,--,0,--,1,--,761
30-Jun-2018,Northern ,Dermatology,Acute Services,813,210,--,244,131,139,330,560,633,383,158,2,1,0,--,"1,523",--,544,--,"3,604"
30-Jun-2018,Northern ,Thoracic Medicine,Acute Services,358,130,--,118,57,99,217,356,348,397,333,262,138,0,--,921,--,"1,130",--,"2,813"
30-Jun-2018,Northern ,Nephrology,Acute Services,94,14,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,108
30-Jun-2018,Northern ,Neurology,Acute Services,117,76,--,55,24,41,79,164,153,170,186,112,158,102,--,396,--,728,--,"1,437"
30-Jun-2018,Northern ,Rheumatology,Acute Services,346,130,--,171,103,133,213,272,284,302,303,251,127,1,--,769,--,984,--,"2,636"
30-Jun-2018,Northern ,Paediatrics,Acute Services,699,295,--,257,158,182,133,7,2,0,0,0,0,0,--,142,--,0,--,"1,733"
30-Jun-2018,Northern ,Geriatric Medicine,Elderly Care,117,16,--,9,5,10,13,1,5,1,1,0,0,0,--,19,--,2,--,178
30-Jun-2018,Northern ,Gynaecology,Acute Services,1088,345,--,368,227,208,388,60,1,0,0,0,0,0,--,449,--,0,--,"2,685"
30-Jun-2018,Northern ,Chemical Pathology,Acute Services,18,6,--,6,1,2,1,0,0,0,0,0,0,0,--,1,--,0,--,34
30-Jun-2018,Northern ,Joint Consultant Clinics,Acute Services,14,0,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,14
30-Jun-2018,Southern,General Surgery,Acute Services,1512,516,--,456,328,370,984,"1,459","1,334",720,444,321,199,4,--,"3,777",--,"1,688",--,"8,647"
30-Jun-2018,Southern,Urology,Acute Services,556,143,--,145,98,134,162,274,261,308,306,284,220,246,--,697,--,"1,364",--,"3,137"
30-Jun-2018,Southern,T & O Surgery,Acute Services,802,224,--,218,156,146,292,399,272,279,279,92,70,25,--,963,--,745,--,"3,254"
30-Jun-2018,Southern,ENT,Acute Services,1181,510,--,426,278,350,942,"1,305",865,14,7,3,1,0,--,"3,112",--,25,--,"5,882"
30-Jun-2018,Southern,Ophthalmology,Acute Services,476,231,--,269,176,191,482,785,764,828,"1,012",604,490,198,--,"2,031",--,"3,132",--,"6,506"
30-Jun-2018,Southern,Oral Surgery,Acute Services,16,8,--,10,7,4,6,9,0,0,0,0,0,1,--,15,--,1,--,61
30-Jun-2018,Southern,Paediatric Dentistry,Acute Services,7,4,--,0,1,2,3,0,0,0,0,0,0,0,--,3,--,0,--,17
30-Jun-2018,Southern,Orthodontics,Acute Services,39,21,--,16,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,76
30-Jun-2018,Southern,Pain Management,Acute Services,171,73,--,71,65,78,204,307,65,0,0,0,0,0,--,576,--,0,--,"1,034"
30-Jun-2018,Southern,General Medicine,Acute Services,52,12,--,9,5,6,4,0,0,0,0,0,0,0,--,4,--,0,--,88
30-Jun-2018,Southern,Gastroenterology,Acute Services,330,108,--,117,71,83,263,409,405,253,174,147,90,1,--,"1,077",--,665,--,"2,451"
30-Jun-2018,Southern,Endocrinology,Acute Services,170,65,--,55,32,43,75,97,36,0,0,0,0,0,--,208,--,0,--,573
30-Jun-2018,Southern,Haematology (Clinical),Acute Services,106,22,--,4,10,3,20,27,11,0,0,0,0,0,--,58,--,0,--,203
30-Jun-2018,Southern,Palliative Medicine,Acute Services,16,1,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,17
30-Jun-2018,Southern,Cardiology,Acute Services,515,192,--,148,87,143,250,445,92,0,1,1,0,0,--,787,--,2,--,"1,874"
30-Jun-2018,Southern,Dermatology,Acute Services,1221,289,--,238,129,141,66,0,0,1,0,0,0,0,--,66,--,1,--,"2,085"
30-Jun-2018,Southern,Thoracic Medicine,Acute Services,241,117,--,91,96,100,220,300,303,292,161,2,0,0,--,823,--,455,--,"1,923"
30-Jun-2018,Southern,Genito-Urinary Medicine,Acute Services,74,0,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,74
30-Jun-2018,Southern,Nephrology,Acute Services,49,13,--,4,3,4,0,0,0,0,0,0,0,0,--,0,--,0,--,73
30-Jun-2018,Southern,Medical Oncology,Acute Services,1,0,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,1
30-Jun-2018,Southern,Neurology,Acute Services,275,108,--,105,107,130,244,377,430,375,385,386,132,0,--,"1,051",--,"1,278",--,"3,054"
30-Jun-2018,Southern,Rheumatology,Acute Services,239,106,--,57,62,60,80,122,113,117,95,116,97,36,--,315,--,461,--,"1,300"
30-Jun-2018,Southern,Paediatrics,Acute Services,719,318,--,185,156,105,40,35,28,32,20,10,22,7,--,103,--,91,--,"1,677"
30-Jun-2018,Southern,Geriatric Medicine,Elderly Care,143,34,--,15,14,25,21,20,15,15,20,21,10,9,--,56,--,75,--,362
30-Jun-2018,Southern,Gynaecology,Acute Services,839,84,--,27,6,1,0,0,0,0,0,0,0,0,--,0,--,0,--,957
30-Jun-2018,Southern,Learning Disability,Learning Disability,4,0,--,2,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,6
30-Jun-2018,Southern,Old Age Psychiatry,Elderly Care,30,3,--,3,1,9,0,0,0,0,0,0,0,0,--,0,--,0,--,46
30-Jun-2018,Southern,Chemical Pathology,Acute Services,20,7,--,8,16,8,13,0,0,0,0,0,0,0,--,13,--,0,--,72
30-Jun-2018,South Eastern ,General Surgery,Acute Services,1097,319,--,274,131,191,335,436,115,12,12,9,4,6,--,886,--,43,--,"2,941"
30-Jun-2018,South Eastern ,Urology,Acute Services,373,145,--,87,50,57,100,164,191,20,21,12,13,89,--,455,--,155,--,"1,322"
30-Jun-2018,South Eastern ,T & O Surgery,Acute Services,256,10,--,3,10,4,1,4,1,0,0,0,0,0,--,6,--,0,--,289
30-Jun-2018,South Eastern ,ENT,Acute Services,1101,397,--,355,279,347,776,"1,097","1,044","1,162","1,304","1,120","1,030",507,--,"2,917",--,"5,123",--,"10,519"
30-Jun-2018,South Eastern ,Ophthalmology,Acute Services,446,140,--,173,96,117,320,491,447,216,227,184,342,665,--,"1,258",--,"1,634",--,"3,864"
30-Jun-2018,South Eastern ,Oral Surgery,Acute Services,629,250,--,274,170,260,602,"1,110",963,"1,132",989,531,444,391,--,"2,675",--,"3,487",--,"7,745"
30-Jun-2018,South Eastern ,Plastic Surgery,Acute Services,583,238,--,231,137,212,518,697,584,580,562,436,176,9,--,"1,799",--,"1,763",--,"4,963"
30-Jun-2018,South Eastern ,Paediatric Surgery,Acute Services,143,9,--,2,0,2,1,0,2,2,0,0,0,0,--,3,--,2,--,161
30-Jun-2018,South Eastern ,Pain Management,Acute Services,231,104,--,78,76,80,181,319,375,236,2,2,0,1,--,875,--,241,--,"1,685"
30-Jun-2018,South Eastern ,General Medicine,Acute Services,716,227,--,130,113,145,304,465,294,365,288,341,234,"1,008",--,"1,063",--,"2,236",--,"4,630"
30-Jun-2018,South Eastern ,Gastroenterology,Acute Services,4,0,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,4
30-Jun-2018,South Eastern ,Endocrinology,Acute Services,23,10,--,15,9,0,4,1,0,0,0,0,0,0,--,5,--,0,--,62
30-Jun-2018,South Eastern ,Haematology (Clinical),Acute Services,124,31,--,28,22,41,56,4,3,0,0,0,0,0,--,63,--,0,--,309
30-Jun-2018,South Eastern ,Cardiology,Acute Services,786,264,--,255,152,95,137,171,30,29,51,30,35,39,--,338,--,184,--,"2,074"
30-Jun-2018,South Eastern ,Dermatology,Acute Services,1202,310,--,316,248,266,473,432,423,481,317,293,310,435,--,"1,328",--,"1,836",--,"5,506"
30-Jun-2018,South Eastern ,Thoracic Medicine,Acute Services,290,123,--,104,73,78,168,270,280,270,259,95,42,0,--,718,--,666,--,"2,052"
30-Jun-2018,South Eastern ,Nephrology,Acute Services,30,5,--,7,0,1,0,0,0,0,0,0,0,0,--,0,--,0,--,43
30-Jun-2018,South Eastern ,Neurology,Acute Services,263,122,--,85,75,106,207,334,301,352,340,320,264,946,--,842,--,"2,222",--,"3,715"
30-Jun-2018,South Eastern ,Rheumatology,Acute Services,303,133,--,129,82,87,241,358,327,344,219,88,49,2,--,926,--,702,--,"2,362"
30-Jun-2018,South Eastern ,Paediatrics,Acute Services,314,149,--,163,124,141,285,290,252,183,207,205,171,228,--,827,--,994,--,"2,712"
30-Jun-2018,South Eastern ,Geriatric Medicine,Elderly Care,246,39,--,33,12,17,45,21,20,27,34,33,58,30,--,86,--,182,--,615
30-Jun-2018,South Eastern ,Gynaecology,Acute Services,907,267,--,237,164,174,386,595,686,699,703,598,36,58,--,"1,667",--,"2,094",--,"5,510"
30-Jun-2018,South Eastern ,Old Age Psychiatry,Elderly Care,220,63,--,66,43,42,60,13,0,1,1,0,0,0,--,73,--,2,--,509
30-Jun-2018,South Eastern ,Clinical Oncology,Acute Services,0,0,--,0,0,0,0,1,0,0,0,0,0,0,--,1,--,0,--,1
30-Jun-2018,Western,General Surgery,Acute Services,975,245,--,233,172,203,323,348,397,335,278,221,207,552,--,"1,068",--,"1,593",--,"4,489"
30-Jun-2018,Western,Urology,Acute Services,321,23,--,11,5,2,3,15,2,0,0,0,0,0,--,20,--,0,--,382
30-Jun-2018,Western,T & O Surgery,Acute Services,1043,303,--,261,132,175,483,608,632,625,546,439,380,"1,501",--,"1,723",--,"3,491",--,"7,128"
30-Jun-2018,Western,ENT,Acute Services,924,322,--,322,219,184,234,85,5,0,0,0,0,0,--,324,--,0,--,"2,295"
30-Jun-2018,Western,Ophthalmology,Acute Services,762,192,--,164,132,91,189,40,0,0,0,0,0,0,--,229,--,0,--,"1,570"
30-Jun-2018,Western,Oral Surgery,Acute Services,305,108,--,149,96,126,294,401,333,293,323,293,335,813,--,"1,028",--,"2,057",--,"3,869"
30-Jun-2018,Western,Orthodontics,Acute Services,69,25,--,16,19,17,13,21,0,0,0,0,0,0,--,34,--,0,--,180
30-Jun-2018,Western,Thoracic Surgery,Acute Services,1,0,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,1
30-Jun-2018,Western,Pain Management,Acute Services,153,47,--,65,39,52,107,120,82,89,1,0,0,0,--,309,--,90,--,755
30-Jun-2018,Western,General Medicine,Acute Services,742,236,--,202,139,147,239,255,270,262,228,189,207,838,--,764,--,"1,724",--,"3,954"
30-Jun-2018,Western,Haematology (Clinical),Acute Services,27,2,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,29
30-Jun-2018,Western,Palliative Medicine,Acute Services,4,0,--,0,1,0,0,0,0,0,0,0,0,0,--,0,--,0,--,5
30-Jun-2018,Western,Cardiology,Acute Services,386,50,--,14,9,4,4,1,4,0,0,0,0,0,--,9,--,0,--,472
30-Jun-2018,Western,Dermatology,Acute Services,538,66,--,46,24,23,78,89,18,0,0,0,0,0,--,185,--,0,--,882
30-Jun-2018,Western,Nephrology,Acute Services,65,4,--,1,0,1,0,0,0,0,0,0,0,0,--,0,--,0,--,71
30-Jun-2018,Western,Neurology,Acute Services,199,80,--,88,51,86,189,302,268,262,214,207,232,"1,121",--,759,--,"2,036",--,"3,299"
30-Jun-2018,Western,Rheumatology,Acute Services,237,85,--,85,53,73,144,239,199,243,174,187,86,61,--,582,--,751,--,"1,866"
30-Jun-2018,Western,Paediatrics,Acute Services,427,191,--,141,87,116,235,264,65,64,46,24,16,11,--,564,--,161,--,"1,687"
30-Jun-2018,Western,Paediatric Neurology,Acute Services,2,1,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,3
30-Jun-2018,Western,Geriatric Medicine,Elderly Care,106,7,--,7,2,1,1,1,0,0,0,0,0,0,--,2,--,0,--,125
30-Jun-2018,Western,Gynaecology,Acute Services,689,216,--,172,93,79,28,0,0,0,0,0,0,0,--,28,--,0,--,"1,277"
30-Jun-2018,Western,Learning Disability,Learning Disability,15,10,--,4,7,3,12,18,7,3,2,0,0,0,--,37,--,5,--,81
30-Jun-2018,Western,Clinical Oncology,Acute Services,61,5,--,4,0,0,1,0,0,0,0,0,0,0,--,1,--,0,--,71
30-Jun-2018,Western,Chemical Pathology,Acute Services,22,5,--,6,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,33
30-Sep-2018,Belfast,General Surgery,Acute Services,1734,454,--,324,256,149,231,323,305,270,131,92,82,"1,423",--,859,--,"1,998",--,"5,774"
30-Sep-2018,Belfast,Urology,Acute Services,567,175,--,122,133,130,299,401,167,81,83,62,60,56,--,867,--,342,--,"2,336"
30-Sep-2018,Belfast,T & O Surgery,Acute Services,2275,858,--,531,473,402,"1,005","1,319","1,443","1,216","1,410","1,393","1,207","5,422",--,"3,767",--,"10,648",--,"18,954"
30-Sep-2018,Belfast,ENT,Acute Services,1117,426,--,295,402,400,759,995,910,922,997,519,18,0,--,"2,664",--,"2,456",--,"7,760"
30-Sep-2018,Belfast,Ophthalmology,Acute Services,1871,676,--,450,458,449,929,"1,011",924,902,852,"1,044",853,"1,388",--,"2,864",--,"5,039",--,"11,807"
30-Sep-2018,Belfast,Oral Surgery,Acute Services,90,3,--,0,0,0,1,36,0,0,0,0,0,0,--,37,--,0,--,130
30-Sep-2018,Belfast,Restorative Dentistry,Acute Services,339,109,--,104,107,94,230,329,306,163,46,5,0,0,--,865,--,214,--,"1,832"
30-Sep-2018,Belfast,Paediatric Dentistry,Acute Services,86,27,--,29,46,27,72,95,61,54,53,31,2,0,--,228,--,140,--,583
30-Sep-2018,Belfast,Orthodontics,Acute Services,64,20,--,4,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,88
30-Sep-2018,Belfast,Neurosurgery,Acute Services,258,70,--,31,26,18,26,40,1,0,0,0,0,0,--,67,--,0,--,470
30-Sep-2018,Belfast,Plastic Surgery,Acute Services,52,14,--,0,1,0,1,0,0,0,0,0,0,0,--,1,--,0,--,68
30-Sep-2018,Belfast,Cardiac Surgery,Acute Services,53,8,--,4,1,0,1,0,0,0,0,0,0,0,--,1,--,0,--,67
30-Sep-2018,Belfast,Paediatric Surgery,Acute Services,273,97,--,28,7,14,31,10,0,0,0,0,0,0,--,41,--,0,--,460
30-Sep-2018,Belfast,Thoracic Surgery,Acute Services,53,7,--,9,0,5,1,1,1,0,0,0,0,0,--,3,--,0,--,77
30-Sep-2018,Belfast,Pain Management,Acute Services,271,86,--,107,146,157,195,262,219,224,185,4,0,0,--,676,--,413,--,"1,856"
30-Sep-2018,Belfast,General Medicine,Acute Services,406,108,--,77,94,82,187,296,265,264,268,315,249,"1,695",--,748,--,"2,791",--,"4,306"
30-Sep-2018,Belfast,Gastroenterology,Acute Services,724,284,--,179,173,103,156,155,149,138,156,33,0,0,--,460,--,327,--,"2,250"
30-Sep-2018,Belfast,Endocrinology,Acute Services,342,153,--,80,83,39,44,21,3,0,0,0,0,0,--,68,--,0,--,765
30-Sep-2018,Belfast,Haematology (Clinical),Acute Services,199,21,--,11,9,5,9,3,0,0,0,0,0,0,--,12,--,0,--,257
30-Sep-2018,Belfast,Clinical Genetics,Acute Services,231,100,--,70,93,74,203,97,2,0,0,0,0,0,--,302,--,0,--,870
30-Sep-2018,Belfast,Rehabilitation,Acute Services,35,5,--,2,3,5,4,4,8,3,1,1,2,4,--,16,--,11,--,77
30-Sep-2018,Belfast,Palliative Medicine,Acute Services,9,1,--,0,0,0,0,0,0,0,0,1,0,1,--,0,--,2,--,12
30-Sep-2018,Belfast,Cardiology,Acute Services,1269,444,--,244,279,199,417,450,89,29,24,16,8,33,--,956,--,110,--,"3,501"
